0,0,off
69.61211297994042,53.078225109525889,0
69.620079693207828,53.076517634216046,1
69.628045145153521,53.074800387466958,1
69.636009324711551,53.073073362994748,1
69.643972220815968,53.071336554515547,1
69.651933822400835,53.069589955745464,1
69.65989411840016,53.067833560400622,1
69.66785309774798,53.066067362197103,1
69.675810749378329,53.064291354851044,1
69.683767062225314,53.062505532078575,1
69.691722025222901,53.060709887595827,1
69.699675627305169,53.058904415118867,1
69.707627857406166,53.057089108363854,1
69.715578704459872,53.055263961046847,1
69.723528157400423,53.053428966884056,1
69.731476205161798,53.05158411959151,1
69.739422836678074,53.049729412885348,1
69.747368040883245,53.047864840481715,1
69.755311806711347,53.045990396096698,1
69.763254123096502,53.044106073446443,1
69.771194978972687,53.042211866247037,1
69.77913436327394,53.040307768214603,1
69.787072264934338,53.038393773065273,1
69.795008672887889,53.036469874515113,1
69.802943576068671,53.03453606628031,1
69.810876963410678,53.032592342076931,1
69.818808823848016,53.030638695621136,1
69.826739146314651,53.028675120628989,1
69.834667919744646,53.02670161081663,1
69.842595133072066,53.024718159900196,1
69.850520775230947,53.022724761595775,1
69.858444835155353,53.020721409619483,1
69.866367301779277,53.018708097687451,1
69.874288164036756,53.016684819515788,1
69.882207410861881,53.014651568820604,1
69.890125031188674,53.012608339318049,1
69.898041013951158,53.010555124724192,1
69.905955348083381,53.008491918755176,1
69.913868022519381,53.006418715127104,1
69.921779026193221,53.0043355075561,1
69.929688348038937,53.002242289758293,1
69.937595976990565,53.000139055449772,1
69.945501901982126,52.998025798346674,1
69.953406111947686,52.995902512165102,1
69.961308595821265,52.993769190621187,1
69.969209342536942,52.991625827431029,1
69.977108341028725,52.989472416310768,1
69.985005580230634,52.987308950976484,1
69.992901049076778,52.985135425144328,1
70.000794736501135,52.982951832530404,1
70.008686631437797,52.980758166850826,1
70.016576722820773,52.978554421821713,1
70.024464999584083,52.976340591159158,1
70.032351450661821,52.97411666857932,1
70.040236064988022,52.971882647798296,1
70.04811883149668,52.969638522532193,1
70.055999739121873,52.967384286497122,1
70.063878776797637,52.965119933409213,1
70.071755933458007,52.962845456984574,1
70.079631198037021,52.960560850939366,1
